TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2023,4,10,1,0,47XX VICTORIA DR,Kensington-Cedar Cottage,495243.6337,5454389.618
Theft from Vehicle,2023,2,12,4,47,48XX BEATRICE ST,Kensington-Cedar Cottage,495157.7753,5454306.5276
Theft from Vehicle,2023,3,1,20,30,48XX BEATRICE ST,Kensington-Cedar Cottage,495157.7753,5454306.5276
Theft from Vehicle,2023,2,6,11,0,48XX CAMBIE ST,Riley Park,491398.1033,5454383.3777
Theft from Vehicle,2023,3,17,11,50,48XX CAMBIE ST,Riley Park,491398.1033,5454383.3777
Theft from Vehicle,2023,5,16,12,30,48XX CAMBIE ST,Riley Park,491398.1033,5454383.3777
Theft from Vehicle,2023,5,16,13,3,48XX CAMBIE ST,Riley Park,491398.1033,5454383.3777
Theft from Vehicle,2023,1,31,13,0,48XX DUCHESS ST,Renfrew-Collingwood,496324.7616,5454252.9516
Theft from Vehicle,2023,1,7,3,57,48XX FLEMING ST,Kensington-Cedar Cottage,494748.3533,5454190.2071
Theft from Vehicle,2023,1,7,3,40,48XX FLEMING ST,Kensington-Cedar Cottage,494748.4725,5454199.3845
Theft from Vehicle,2023,5,29,23,0,48XX FRASER ST,Kensington-Cedar Cottage,493426.7938,5454211.088
Theft from Vehicle,2023,5,28,18,0,48XX FRASER ST,Kensington-Cedar Cottage,493429.2647,5454326.2175
Theft from Vehicle,2023,2,16,17,30,48XX ONTARIO ST,Riley Park,492327.031,5454240.0067
Theft from Vehicle,2023,5,23,20,15,48XX ONTARIO ST,Riley Park,492335.5987,5454218.0203
Theft from Vehicle,2023,6,4,21,0,48XX ONTARIO ST,Riley Park,492336.4857,5454251.6305
Theft from Vehicle,2023,1,2,5,45,48XX SLOCAN ST,Renfrew-Collingwood,496156.5923,5454272.5761
Theft from Vehicle,2023,3,1,18,0,48XX TRAFALGAR ST,Arbutus Ridge,487944.4417,5454482.8883
Theft from Vehicle,2023,3,17,13,0,48XX TRAFALGAR ST,Arbutus Ridge,487954.1404,5454507.0895
Theft from Vehicle,2023,4,19,21,30,49XX CHESTER ST,Kensington-Cedar Cottage,493515.7326,5454169.5556
Theft from Vehicle,2023,5,24,0,0,49XX COMMERCIAL ST,Kensington-Cedar Cottage,495016.3343,5454106.2843
Theft from Vehicle,2023,5,25,19,30,49XX CONNAUGHT DR,Shaughnessy,489631.6111,5454333.4853
Theft from Vehicle,2023,4,13,15,0,49XX EARLES ST,Renfrew-Collingwood,496641.1435,5454172.0014
Theft from Vehicle,2023,5,29,19,0,49XX ELGIN ST,Kensington-Cedar Cottage,493928.4007,5454166.3623
Theft from Vehicle,2023,2,5,2,50,49XX JOYCE ST,Renfrew-Collingwood,497748.703,5454056.4998
Theft from Vehicle,2023,4,29,1,0,49XX KERSLAND DR,Riley Park,491502.6902,5454229.9672
Theft from Vehicle,2023,2,8,17,30,49XX KILLARNEY ST,Renfrew-Collingwood,496870.3762,5454086.2253
Theft from Vehicle,2023,1,10,20,0,49XX MAIN ST,Riley Park,492615.7543,5454129.4114
Theft from Vehicle,2023,4,3,0,0,49XX ONTARIO ST,Riley Park,492335.0988,5454200.4188
Theft from Vehicle,2023,4,1,0,1,49XX QUEBEC ST,Riley Park,492515.406,5454131.5807
Theft from Vehicle,2023,5,16,20,0,4X E 13TH AVE,Mount Pleasant,492422.5357,5456288.2366
Theft from Vehicle,2023,5,27,22,0,4X E 20TH AVE,Riley Park,492435.5051,5455563.2357
Theft from Vehicle,2023,2,7,16,0,4X E HASTINGS ST,Central Business District,492474.4064,5458751.0085
Theft from Vehicle,2023,6,1,7,7,4XX ABBOTT ST,Central Business District,492207.9535,5458808.3072
Theft from Vehicle,2023,5,24,8,58,4XX ALEXANDER ST,Strathcona,493098.8875,5459028.5074
Theft from Vehicle,2023,5,29,13,7,4XX ALEXANDER ST,Strathcona,493164.6716,5459036.1403
Theft from Vehicle,2023,1,8,10,8,4XX BEACH CRES,Central Business District,490763.9983,5457656.8307
Theft from Vehicle,2023,2,4,21,50,4XX BEACH CRES,Central Business District,490765.6635,5457655.3079
Theft from Vehicle,2023,4,6,22,0,4XX CAMPBELL AVE,Strathcona,493836.207,5458668.5076
Theft from Vehicle,2023,4,15,13,30,4XX COLUMBIA ST,Central Business District,492557.6737,5458712.1007
Theft from Vehicle,2023,5,17,15,30,4XX DUNLEVY AVE,Strathcona,493065.6364,5458727.1092
Theft from Vehicle,2023,4,20,19,45,4XX E 10TH AVE,Mount Pleasant,493153.3931,5456531.5476
Theft from Vehicle,2023,2,13,5,39,4XX E 16TH AVE,Riley Park,492989.392,5455971.7162
Theft from Vehicle,2023,4,29,17,0,4XX E 16TH AVE,Riley Park,493038.0355,5455970.4004
Theft from Vehicle,2023,2,13,19,0,4XX E 17TH AVE,Riley Park,492986.8618,5455870.3039
Theft from Vehicle,2023,3,25,4,30,4XX E 17TH AVE,Riley Park,492986.8618,5455870.3039
Theft from Vehicle,2023,3,21,20,0,4XX E 23RD AVE,Riley Park,493027.278,5455277.7035
Theft from Vehicle,2023,5,29,1,0,4XX E 28TH AVE,Riley Park,493031.6331,5454771.0952
Theft from Vehicle,2023,2,1,3,0,4XX E 47TH AVE,Sunset,493109.0192,5452748.264
Theft from Vehicle,2023,2,14,16,0,4XX E 48TH AVE,Sunset,492909.7877,5452649.4573
Theft from Vehicle,2023,5,29,22,0,4XX E 48TH AVE,Sunset,493004.1302,5452647.0392
Theft from Vehicle,2023,4,5,20,0,4XX E 51ST AVE,Sunset,492907.5904,5452320.2469
Theft from Vehicle,2023,4,15,16,0,4XX E 51ST AVE,Sunset,492912.1567,5452320.1305
Theft from Vehicle,2023,1,24,15,0,4XX E 58TH AVE,Sunset,493007.8719,5451611.8123
Theft from Vehicle,2023,4,5,4,10,4XX E 59TH AVE,Sunset,493009.4047,5451545.819
Theft from Vehicle,2023,5,14,20,0,4XX E 5TH AVE,Mount Pleasant,493120.5864,5457045.8907
Theft from Vehicle,2023,4,12,15,0,4XX E 6TH AVE,Mount Pleasant,493034.6789,5456947.0539
Theft from Vehicle,2023,5,17,12,0,4XX E CORDOVA ST,Strathcona,493137.5112,5458826.1516
Theft from Vehicle,2023,2,18,11,59,4XX E HASTINGS ST,Strathcona,493068.3246,5458733.2572
Theft from Vehicle,2023,3,15,0,0,4XX E HASTINGS ST,Strathcona,493068.3246,5458733.2572
Theft from Vehicle,2023,5,18,0,35,4XX E HASTINGS ST,Strathcona,493068.3246,5458733.2572
Theft from Vehicle,2023,3,14,23,0,4XX E PENDER ST,Strathcona,493062.6177,5458615.6893
Theft from Vehicle,2023,4,17,23,20,4XX E PENDER ST,Strathcona,493153.2171,5458613.693
Theft from Vehicle,2023,4,18,1,0,4XX FELLOWES ST,Hastings-Sunrise,498026.3526,5459572.1605
Theft from Vehicle,2023,2,26,12,30,4XX GORE AVE,Strathcona,492911.5783,5458688.2118
Theft from Vehicle,2023,2,24,22,27,4XX GORE AVE,Strathcona,492916.0776,5458732.1754
Theft from Vehicle,2023,1,1,22,40,4XX HAMILTON ST,Central Business District,492004.9582,5458892.4757
Theft from Vehicle,2023,1,20,12,0,4XX HEATLEY AVE,Strathcona,493492.9157,5458714.2223
Theft from Vehicle,2023,3,14,21,30,4XX HEATLEY AVE,Strathcona,493492.9157,5458714.2223
Theft from Vehicle,2023,1,7,18,0,4XX HOWE ST,Central Business District,491590.2155,5459198.6522
Theft from Vehicle,2023,1,30,18,13,4XX HOWE ST,Central Business District,491590.2155,5459198.6522
Theft from Vehicle,2023,1,22,8,17,4XX INDUSTRIAL AVE,Strathcona,493063.9317,5457415.4665
Theft from Vehicle,2023,2,28,0,0,4XX INTERURBAN WAY,Marpole,491496.6343,5450697.1358
Theft from Vehicle,2023,2,28,17,0,4XX INTERURBAN WAY,Marpole,491496.6343,5450697.1358
Theft from Vehicle,2023,1,18,7,45,4XX JACKSON AVE,Strathcona,493209.5845,5458722.745
Theft from Vehicle,2023,4,21,7,43,4XX KEEFER ST,Strathcona,493066.2815,5458515.977
Theft from Vehicle,2023,1,2,18,0,4XX MAIN ST,Strathcona,492754.3113,5458731.9687
Theft from Vehicle,2023,2,10,20,30,4XX PACIFIC ST,Central Business District,490738.2698,5457902.3139
Theft from Vehicle,2023,5,11,8,41,4XX PRINCESS AVE,Strathcona,493352.108,5458717.96
Theft from Vehicle,2023,2,12,11,0,4XX RAILWAY ST,Strathcona,493078.1221,5459124.3463
Theft from Vehicle,2023,4,20,1,0,4XX RICHARDS ST,Central Business District,491829.1792,5458999.8671
Theft from Vehicle,2023,3,5,0,0,4XX RICHARDS ST,Central Business District,491863.486,5459034.3289
Theft from Vehicle,2023,3,10,2,6,4XX RICHARDS ST,Central Business District,491863.486,5459034.3289
Theft from Vehicle,2023,3,3,19,0,4XX SE MARINE DR,Sunset,492871.0495,5450892.9061
Theft from Vehicle,2023,2,2,22,10,4XX SEYMOUR ST,Central Business District,491759.3721,5459080.529
Theft from Vehicle,2023,3,19,14,9,4XX SEYMOUR ST,Central Business District,491759.3721,5459080.529
Theft from Vehicle,2023,3,21,18,20,4XX SEYMOUR ST,Central Business District,491759.3721,5459080.529
Theft from Vehicle,2023,5,28,12,5,4XX SEYMOUR ST,Central Business District,491759.3721,5459080.529
Theft from Vehicle,2023,6,7,23,30,4XX SEYMOUR ST,Central Business District,491759.3721,5459080.529
Theft from Vehicle,2023,6,4,21,48,4XX SEYMOUR ST,Central Business District,491766.2341,5459087.4573
Theft from Vehicle,2023,5,26,7,20,4XX SEYMOUR ST,Central Business District,491768.6138,5459076.8657
Theft from Vehicle,2023,2,2,12,0,4XX SW MARINE DR,Marpole,491493.8637,5450824.4742
Theft from Vehicle,2023,4,2,18,0,4XX SW MARINE DR,Marpole,491493.8637,5450824.4742
Theft from Vehicle,2023,1,9,19,0,4XX SW MARINE DR,Marpole,491509.2162,5450861.6428
Theft from Vehicle,2023,3,11,23,10,4XX SW MARINE DR,Marpole,491509.2162,5450861.6428
Theft from Vehicle,2023,3,12,18,14,4XX SW MARINE DR,Marpole,491509.2162,5450861.6428
Theft from Vehicle,2023,1,15,17,0,4XX SW MARINE DR,Marpole,491519.1314,5450839.6916
Theft from Vehicle,2023,2,13,16,10,4XX SW MARINE DR,Marpole,491535.9765,5450849.8365
Theft from Vehicle,2023,3,7,20,20,4XX SW MARINE DR,Marpole,491544.399,5450854.9089
Theft from Vehicle,2023,1,31,18,45,4XX SW MARINE DR,Marpole,491547.2065,5450856.5998
Theft from Vehicle,2023,2,13,14,20,4XX SW MARINE DR,Marpole,491547.2065,5450856.5998
Theft from Vehicle,2023,3,13,21,40,4XX SW MARINE DR,Marpole,491547.2065,5450856.5998
Theft from Vehicle,2023,4,17,0,0,4XX SW MARINE DR,Marpole,491547.2065,5450856.5998
Theft from Vehicle,2023,1,5,22,0,4XX SW MARINE DR,Marpole,491614.587,5450897.1794
Theft from Vehicle,2023,2,17,17,0,4XX W 16TH AVE,Mount Pleasant,491703.9882,5456022.1549
Theft from Vehicle,2023,5,13,23,0,4XX W 17TH AVE,Riley Park,491737.2756,5455906.1897
Theft from Vehicle,2023,5,19,21,0,4XX W 17TH AVE,Riley Park,491763.0825,5455905.0691
Theft from Vehicle,2023,6,3,18,0,4XX W 20TH AVE,Riley Park,491763.8104,5455583.0795
Theft from Vehicle,2023,5,15,1,14,4XX W 21ST AVE,Riley Park,491657.3626,5455479.9429
Theft from Vehicle,2023,5,15,4,0,4XX W 21ST AVE,Riley Park,491657.3626,5455479.9429
Theft from Vehicle,2023,3,12,18,0,4XX W 22ND AVE,Riley Park,491626.305,5455378.0253
Theft from Vehicle,2023,4,18,23,59,4XX W 33RD AVE,Riley Park,491440.9943,5454255.1203
Theft from Vehicle,2023,6,5,21,0,4XX W 49TH AVE,Oakridge,491579.4423,5452598.3258
Theft from Vehicle,2023,2,1,1,53,4XX W 49TH AVE,Oakridge,491597.6281,5452585.6365
Theft from Vehicle,2023,2,2,23,0,4XX W 62ND AVE,Marpole,491603.7241,5451257.6921
Theft from Vehicle,2023,6,8,12,0,4XX W 8TH AVE,Mount Pleasant,491676.0062,5456801.3364
Theft from Vehicle,2023,5,22,14,30,4XX W 8TH AVE,Mount Pleasant,491717.3019,5456807.4019
Theft from Vehicle,2023,4,18,8,55,4XX W CORDOVA ST,Central Business District,491964.6524,5459073.8979
Theft from Vehicle,2023,6,8,21,33,4XX W CORDOVA ST,Central Business District,491964.6524,5459073.8979
Theft from Vehicle,2023,6,8,12,44,4XX W CORDOVA ST,Central Business District,491998.3438,5459039.6194
Theft from Vehicle,2023,5,26,0,0,4XX W GEORGIA ST,Central Business District,491556.4682,5458723.6226
Theft from Vehicle,2023,4,25,14,30,4XX W GEORGIA ST,Central Business District,491623.0297,5458657.6649
Theft from Vehicle,2023,6,2,8,22,4XX W PENDER ST,Central Business District,491828.854,5458922.6517
Theft from Vehicle,2023,1,27,11,32,4XX W PENDER ST,Central Business District,491839.5607,5458924.6164
Theft from Vehicle,2023,4,29,2,0,4XX W PENDER ST,Central Business District,491855.8349,5458893.9762
Theft from Vehicle,2023,5,30,23,0,50XX ARBUTUS ST,Arbutus Ridge,488706.1469,5454196.6225
Theft from Vehicle,2023,3,24,18,0,50XX CHATHAM ST,Renfrew-Collingwood,497022.1497,5454006.478
Theft from Vehicle,2023,5,14,1,0,50XX GRANVILLE ST,Shaughnessy,489861.5318,5454191.2066
Theft from Vehicle,2023,5,31,5,20,50XX INVERNESS ST,Kensington-Cedar Cottage,494167.426,5454049.5235
Theft from Vehicle,2023,2,6,17,15,50XX JOYCE ST,Renfrew-Collingwood,497731.6988,5454029.3832
Theft from Vehicle,2023,2,1,18,26,50XX JOYCE ST,Renfrew-Collingwood,497751.9923,5454044.531
Theft from Vehicle,2023,4,19,3,0,50XX MANOR ST,Renfrew-Collingwood,496966.3255,5454069.2191
Theft from Vehicle,2023,2,8,11,30,50XX MARGUERITE ST,Shaughnessy,489509.1617,5454180.7426
Theft from Vehicle,2023,5,30,21,0,50XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493601.4283,5454059.1266
Theft from Vehicle,2023,3,24,21,0,50XX SOMERVILLE ST,Kensington-Cedar Cottage,493752.1007,5453964.7664
Theft from Vehicle,2023,3,9,8,0,50XX SOMERVILLE ST,Kensington-Cedar Cottage,493761.3744,5453973.1283
Theft from Vehicle,2023,1,25,15,25,50XX SPENCER ST,Renfrew-Collingwood,497263.1456,5454051.5573
Theft from Vehicle,2023,4,4,18,0,51XX RUPERT ST,Renfrew-Collingwood,497123.8772,5454002.3335
Theft from Vehicle,2023,4,24,23,0,51XX SLOCAN ST,Renfrew-Collingwood,496048.1766,5453882.1892
Theft from Vehicle,2023,1,16,21,0,51XX VICTORIA DR,Kensington-Cedar Cottage,495232.5322,5453880.6504
Theft from Vehicle,2023,5,15,4,0,52XX JOYCE ST,Renfrew-Collingwood,497595.3183,5453821.3175
Theft from Vehicle,2023,4,19,18,30,52XX KILLARNEY ST,Renfrew-Collingwood,496760.7526,5453841.3231
Theft from Vehicle,2023,1,3,5,0,52XX KNIGHT ST,Kensington-Cedar Cottage,494408.0768,5453876.4089
Theft from Vehicle,2023,3,3,17,10,52XX OAK ST,Shaughnessy,490680.7465,5453855.8833
Theft from Vehicle,2023,3,4,12,55,52XX OAK ST,Shaughnessy,490680.7465,5453855.8833
Theft from Vehicle,2023,5,6,23,0,52XX OAK ST,Shaughnessy,490680.7465,5453855.8833
Theft from Vehicle,2023,5,26,4,8,52XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493587.7027,5453865.0833
Theft from Vehicle,2023,3,25,0,0,52XX WINDSOR ST,Kensington-Cedar Cottage,493831.2436,5453855.2138
Theft from Vehicle,2023,5,28,20,15,52XX YEW ST,Arbutus Ridge,488493.9003,5454066.5001
Theft from Vehicle,2023,1,12,8,15,53XX BAILLIE ST,South Cambie,491104.1228,5453803.4549
Theft from Vehicle,2023,3,20,3,42,53XX DUMFRIES ST,Kensington-Cedar Cottage,494604.3184,5453676.9587
Theft from Vehicle,2023,1,30,21,0,53XX GLADSTONE ST,Kensington-Cedar Cottage,495474.493,5453774.1427
Theft from Vehicle,2023,1,23,18,0,53XX MAPLE ST,Shaughnessy,488943.9395,5453952.4105
Theft from Vehicle,2023,3,1,19,0,53XX SHERBROOKE ST,Kensington-Cedar Cottage,494080.9633,5453771.104
Theft from Vehicle,2023,1,24,20,0,53XX TYNE ST,Renfrew-Collingwood,497833.8433,5453708.6794
Theft from Vehicle,2023,2,1,15,0,53XX VICTORIA DR,Kensington-Cedar Cottage,495231.0042,5453776.4929
Theft from Vehicle,2023,3,19,21,30,53XX VINE ST,Arbutus Ridge,488371.3331,5453910.1702
Theft from Vehicle,2023,5,17,0,0,54XX ARGYLE ST,Kensington-Cedar Cottage,494795.3294,5453616.8164
Theft from Vehicle,2023,5,3,23,0,54XX DUNDEE ST,Renfrew-Collingwood,496541.7091,5453614.8633
Theft from Vehicle,2023,3,7,20,0,54XX FLEMING ST,Kensington-Cedar Cottage,494704.4408,5453665.5833
Theft from Vehicle,2023,4,19,19,0,54XX KILLARNEY ST,Renfrew-Collingwood,496663.0951,5453636.3923
Theft from Vehicle,2023,6,4,22,30,54XX ROSS ST,Kensington-Cedar Cottage,493998.5725,5453648.0486
Theft from Vehicle,2023,1,22,13,0,55XX ARGYLE ST,Kensington-Cedar Cottage,494793.127,5453511.6636
Theft from Vehicle,2023,5,24,23,0,55XX BLENHEIM ST,Dunbar-Southlands,486996.7492,5453776.2879
Theft from Vehicle,2023,5,25,13,0,55XX JOYCE ST,Renfrew-Collingwood,497349.4916,5453415.0423
Theft from Vehicle,2023,4,17,23,0,55XX JOYCE ST,Renfrew-Collingwood,497350.2738,5453417.0186
Theft from Vehicle,2023,6,1,5,22,55XX JOYCE ST,Renfrew-Collingwood,497350.2738,5453417.0186
Theft from Vehicle,2023,4,20,23,35,56XX ASH ST,South Cambie,491424.3253,5453449.1228
Theft from Vehicle,2023,4,19,1,33,56XX BAILLIE ST,South Cambie,491086.6671,5453469.2105
Theft from Vehicle,2023,5,28,23,30,56XX DUMFRIES ST,Kensington-Cedar Cottage,494588.0751,5453367.4789
Theft from Vehicle,2023,4,16,15,0,56XX LABURNUM ST,Shaughnessy,489044.2061,5453639.7416
Theft from Vehicle,2023,5,16,4,13,56XX OAK ST,South Cambie,490682.3246,5453536.96
Theft from Vehicle,2023,5,15,17,0,56XX STAMFORD ST,Renfrew-Collingwood,497672.6584,5453359.9242
Theft from Vehicle,2023,2,15,12,30,56XX STANLEY PARK DR,Stanley Park,489602.9925,5462180.0407
Theft from Vehicle,2023,5,6,15,45,56XX STANLEY PARK DR,Stanley Park,489602.9925,5462180.0407
Theft from Vehicle,2023,5,28,11,0,56XX STANLEY PARK DR,Stanley Park,489608.641,5462182.7548
Theft from Vehicle,2023,1,23,16,0,56XX STANLEY PARK DR,Stanley Park,489610.2919,5462185.5481
Theft from Vehicle,2023,3,8,7,30,56XX TYNE ST,Renfrew-Collingwood,497768.7995,5453303.8907
Theft from Vehicle,2023,3,25,2,0,56XX TYNE ST,Renfrew-Collingwood,497779.7821,5453324.0624
Theft from Vehicle,2023,3,22,23,41,57XX ADERA ST,Kerrisdale,489568.0391,5453426.9276
Theft from Vehicle,2023,6,6,21,0,57XX CLARENDON ST,Victoria-Fraserview,495966.7235,5453337.8978
Theft from Vehicle,2023,5,13,0,30,57XX CULLODEN ST,Sunset,494296.1457,5453322.2263
Theft from Vehicle,2023,4,22,23,0,57XX DUMFRIES ST,Victoria-Fraserview,494595.2115,5453274.3335
Theft from Vehicle,2023,5,26,0,0,57XX DUMFRIES ST,Victoria-Fraserview,494595.2115,5453274.3335
Theft from Vehicle,2023,2,12,5,0,57XX FLEMING ST,Victoria-Fraserview,494694.9846,5453223.1157
Theft from Vehicle,2023,5,31,5,0,57XX FLEMING ST,Victoria-Fraserview,494694.9846,5453223.1157
Theft from Vehicle,2023,6,3,15,25,57XX GRANVILLE ST,Oakridge,489840.2003,5453508.3465
Theft from Vehicle,2023,3,20,22,31,57XX KNIGHT ST,Victoria-Fraserview,494394.0061,5453319.9989
Theft from Vehicle,2023,4,14,4,35,57XX LANCASTER ST,Killarney,496957.0525,5453175.7178
Theft from Vehicle,2023,1,10,17,0,57XX MANITOBA ST,Oakridge,492132.2194,5453389.3518
Theft from Vehicle,2023,5,26,21,0,57XX PRINCE ALBERT ST,Sunset,493612.8256,5453337.7005
Theft from Vehicle,2023,1,15,0,0,57XX PRINCE EDWARD ST,Sunset,492916.4196,5453300.9589
Theft from Vehicle,2023,5,14,19,0,57XX ST GEORGE ST,Sunset,493110.3718,5453309.2352
Theft from Vehicle,2023,5,5,0,45,57XX ST MARGARETS ST,Victoria-Fraserview,495885.5055,5453253.294
Theft from Vehicle,2023,3,8,15,0,57XX WALES ST,Victoria-Fraserview,496235.8107,5453249.1863
Theft from Vehicle,2023,4,11,23,30,58XX BEATRICE ST,Victoria-Fraserview,495131.0115,5453194.6242
Theft from Vehicle,2023,1,17,1,50,58XX CREE ST,Sunset,492710.4457,5453186.2948
Theft from Vehicle,2023,5,27,2,52,58XX CREE ST,Sunset,492711.4067,5453221.2521
Theft from Vehicle,2023,1,11,23,0,58XX FRASER ST,Sunset,493408.6344,5453146.7318
Theft from Vehicle,2023,4,10,22,0,58XX FRASER ST,Sunset,493408.6344,5453146.7318
Theft from Vehicle,2023,4,18,14,30,58XX VICTORIA DR,Victoria-Fraserview,495231.4759,5453100.1837
Theft from Vehicle,2023,4,15,1,0,58XX VINE ST,Kerrisdale,488349.2988,5453424.9177
Theft from Vehicle,2023,5,29,12,12,59XX INVERNESS ST,Sunset,494189.1879,5453114.2887
Theft from Vehicle,2023,6,6,22,0,59XX VICTORIA DR,Victoria-Fraserview,495230.6297,5453045.5838
Theft from Vehicle,2023,4,14,7,45,59XX WALES ST,Victoria-Fraserview,496248.1135,5452964.6515
Theft from Vehicle,2023,5,31,20,0,59XX WILLOW ST,Oakridge,490982.2584,5453216.1345
Theft from Vehicle,2023,2,15,20,54,5X ALEXANDER ST,Central Business District,492501.7932,5458993.9284
Theft from Vehicle,2023,4,9,22,0,5X ALEXANDER ST,Central Business District,492501.7932,5458993.9284
Theft from Vehicle,2023,5,18,14,30,5X ALEXANDER ST,Central Business District,492501.7932,5458993.9284
Theft from Vehicle,2023,4,7,5,0,5X BLOOD ALLEY SQ,Central Business District,492351.9578,5458925.2122
Theft from Vehicle,2023,2,10,5,30,5X E 4TH AVE,Mount Pleasant,492453.2862,5457187.3436
Theft from Vehicle,2023,5,30,22,30,5X E 50TH AVE,Sunset,492365.1652,5452451.9576
Theft from Vehicle,2023,1,7,21,0,5X E 61ST AVE,Sunset,492337.2516,5451372.8914
Theft from Vehicle,2023,3,16,23,0,5X E 64TH AVE,Sunset,492355.6783,5451082.9449
Theft from Vehicle,2023,2,5,17,5,5X E CORDOVA ST,Central Business District,492492.1655,5458853.6387
Theft from Vehicle,2023,2,25,0,30,5X E CORDOVA ST,Central Business District,492492.1655,5458853.6387
Theft from Vehicle,2023,4,2,9,0,5X E CORDOVA ST,Central Business District,492492.1655,5458853.6387
Theft from Vehicle,2023,4,11,23,46,5X E CORDOVA ST,Central Business District,492492.1655,5458853.6387
Theft from Vehicle,2023,4,29,19,37,5X E CORDOVA ST,Central Business District,492492.1655,5458853.6387
Theft from Vehicle,2023,4,25,23,0,5X E CORDOVA ST,Central Business District,492497.8946,5458853.6056
Theft from Vehicle,2023,5,24,17,50,5X E CORDOVA ST,Central Business District,492497.8946,5458853.6056
Theft from Vehicle,2023,1,11,10,48,5X E HASTINGS ST,Central Business District,492488.8309,5458750.5478
Theft from Vehicle,2023,3,8,8,18,5X E PENDER ST,Central Business District,492486.7751,5458644.5151
Theft from Vehicle,2023,3,12,20,40,5X E PENDER ST,Central Business District,492486.7751,5458644.5151
Theft from Vehicle,2023,3,19,14,46,5X E PENDER ST,Central Business District,492486.7751,5458644.5151
Theft from Vehicle,2023,5,28,18,51,5X E PENDER ST,Central Business District,492486.7751,5458644.5151
Theft from Vehicle,2023,5,28,19,15,5X E PENDER ST,Central Business District,492486.7751,5458644.5151
Theft from Vehicle,2023,6,3,1,29,5X E PENDER ST,Central Business District,492486.7751,5458644.5151
Theft from Vehicle,2023,1,3,20,30,5X KEEFER PL,Central Business District,492249.4812,5458540.9871
Theft from Vehicle,2023,2,11,21,0,5X KEEFER PL,Central Business District,492249.4812,5458540.9871
Theft from Vehicle,2023,3,7,19,30,5X KEEFER PL,Central Business District,492249.4812,5458540.9871
Theft from Vehicle,2023,3,7,23,30,5X KEEFER PL,Central Business District,492249.4812,5458540.9871
Theft from Vehicle,2023,1,26,12,0,5X PEVERIL AVE,Riley Park,492213.1961,5454792.8124
Theft from Vehicle,2023,2,19,16,39,5X POWELL ST,Central Business District,492502.0069,5458954.8089
Theft from Vehicle,2023,2,28,0,35,5X SMITHE ST,Central Business District,491751.4292,5458049.9234
Theft from Vehicle,2023,5,3,18,0,5X W 18TH AVE,Riley Park,492276.825,5455778.6318
Theft from Vehicle,2023,1,15,15,0,5X W 3RD AVE,Mount Pleasant,492312.9466,5457294.658
Theft from Vehicle,2023,3,7,1,0,5X W 61ST AVE,Marpole,492178.7629,5451367.8659
